Mixture	myCAF	SLC14A1+ FB	AP-1+ FB	PI16+ FB	ISG+ FB	dCAF	FRC	ASPN+ FB	SMC	Pericytes	Urothelial	P-value	Correlation	RMSE	Absolute score (sig.score)
U0154	0.0727705249850345	0.0338901640379489	0.0273781355640009	0.0253063067840782	0.0144340079040493	0.0106342500587584	0.00649810356197652	0.00499185259235462	0.0514265832725529	0.0318677678182985	0.0024103034209474	9999	0.0936488911221496	1.0027650797105	0.281608
U0156	0.250171557727718	0.135639146555328	0.110782824428586	0.0786964460443134	0.0493778419326865	0.05806923356827	0.0235486844454726	0.0170730509937739	0.182467778907664	0.113710525006694	0.00922291038949293	9999	0.0528112138860732	1.00268967213468	1.02876
U0158	0.334593326394986	0.181851447613497	0.130684436544762	0.117146736230471	0.0860190576589141	0.065373817873034	0.0529538312807415	0.0249510615660065	0.255095798400106	0.15599188092632	0.0112486055111618	9999	0.0836112527493081	1.00144316131624	1.41591
U0159	0.178276863535777	0.100408591813722	0.0694810024542218	0.0557356490298489	0.0388214233688112	0.0286352124964241	0.0184487600348817	0.0127466622495113	0.126013156985054	0.0825574452350411	0.00652523279670701	9999	0.0758594566775065	1.00221399206561	0.71765
U0160	0.241577397473728	0.13634531556525	0.0974841142461781	0.0728823959088271	0.0515468286270185	0.0314288212822065	0.027981362745197	0.0152974513249655	0.170709306454622	0.103385812168128	0.00927419420387868	9999	0.0852168162524072	1.00215051097961	0.957913
U0161	0.411398342138609	0.19747315643709	0.13524701774358	0.160200547801614	0.0810654233070385	0.039028601391268	0.0355732852770059	0.0279059192365771	0.314179705398645	0.1779127894926	0.0113152117759727	9999	0.179888080294274	1.00110151718937	1.5913
U0168	0.257635378319478	0.120083199863857	0.0925278215311555	0.0855182193458639	0.0564966277370293	0.0422121064378626	0.0298403681313987	0.0199630825979852	0.180623037815303	0.110774941811958	0.00864521640810754	9999	0.0589334986615534	1.00333889005622	1.00432
U0169	1.19965302817709	0.559410871870406	0.413321378859468	0.510183165410515	0.227822708053004	0.116588501724688	0.166931679953735	0.0742481618207879	0.899944206448017	0.500684799031841	0.0288814986504528	9999	0.153954414877228	1.0011573575603	4.69767
U0170	0.63361056491726	0.334297148409484	0.226540026220111	0.240747861693498	0.118485642999193	0.10894171238152	0.0711833797193866	0.0504797042897069	0.454688740763459	0.293964441100056	0.0196907775063266	9999	0.1141859353554	1.00095900221541	2.55263
U0171	0.29357874558215	0.152291611730977	0.106368141091129	0.103938829910587	0.069180822023122	0.0510614376722345	0.0412161892354382	0.020321521341277	0.219809662115856	0.130777066182697	0.00958597311453191	9999	0.0544298291378887	1.00324748601777	1.19813
U0175	0.278490189498308	0.130120355308022	0.109492045159627	0.100494957405612	0.0550255623536548	0.0647093251138526	0.0282449918148571	0.0206680560137383	0.205204192687704	0.121204266088709	0.00976605855591543	9999	0.0654606238577561	1.00236902698952	1.12342
U0177	0.363271683853761	0.189108047188153	0.150217216074148	0.118904643198702	0.0899368972846062	0.062904637957343	0.042138180266967	0.0290650483879166	0.264071627682048	0.174431591038865	0.00960042706748955	9999	0.0578550499965322	1.00309028251404	1.49365
U0178	0.365273103490828	0.175125645592778	0.13130011003236	0.128009066102105	0.0730827474321938	0.0622252598903024	0.0371393362855696	0.026262433462958	0.260902109755718	0.159958174508917	0.0139220134462698	9999	0.0804445975683387	1.00251656769438	1.4332
U0179	0.294847162758289	0.163870801552333	0.109335746557383	0.097349950203078	0.0615064929861152	0.0549256811250507	0.0239568418095281	0.0244723044004329	0.208965143693936	0.135037792873468	0.00997208204038593	9999	0.0901265855456335	1.00145623719999	1.18424
U0181	0.642753267135263	0.33594123738278	0.248485376161957	0.211378983784263	0.121939659269433	0.0701479557055656	0.0555975418184726	0.0497565245079966	0.440057653688799	0.293705394114133	0.0202564064313377	9999	0.136015713439802	1.00137985839459	2.49002
U0182	0.243368952358067	0.133372020908619	0.103851503233025	0.0766774104837986	0.0537587302676245	0.0265717597799267	0.0295896377650618	0.0162909747288462	0.181327708748947	0.106305373148208	0.00822892857787695	9999	0.0961161947955906	1.00237335788697	0.979343
U0183	0.342911701104765	0.167080743276323	0.122105830899643	0.114872403779796	0.0717575617714055	0.0404516235925321	0.040921515677835	0.0212563445011827	0.241115386197901	0.150591095617655	0.0115557935809614	9999	0.0764040726904597	1.00336449967604	1.32462
U0184	0.130443759057361	0.0788482180379258	0.0479714629891029	0.0429525689004393	0.0276507199259498	0.0120813037144205	0.0127303711699832	0.0088811238426177	0.0908794931240074	0.0560166600417291	0.0044443191964634	9999	0.110897391431055	1.00126613927581	0.5129
